occupation,age,gender,education,years_of_experience,current_salary,salary_10_years,salary_growth,growth_percentage
Software Engineer,29,Male,Master,4,155265,423695,268430,172.88506746530126
Business Analyst,45,Male,Master,2,84466,142918,58452,69.20180901191011
Product Manager,61,Male,PhD,30,187314,417165,229851,122.70892725583779
DevOps Engineer,28,Other,Master,2,141500,342431,200931,142.00070671378091
Product Manager,53,Female,High School,7,93957,156710,62753,66.78906308204817
Designer,52,Male,Master,7,116414,181828,65414,56.19083615372722
Consultant,36,Female,High School,1,75786,124628,48842,64.44725938827752
DevOps Engineer,62,Female,Bachelor,40,174588,332370,157782,90.37390885971544
Business Analyst,31,Other,Bachelor,4,74928,116360,41432,55.29575058723041
Project Manager,34,Female,Bachelor,4,95535,155616,60081,62.88899356256869
Data Scientist,36,Female,Master,0,146167,327447,181280,124.0225221835298
Business Analyst,61,Male,High School,13,75383,107717,32334,42.89295995118263
Consultant,51,Female,Bachelor,19,117418,204401,86983,74.0797833381594
Data Engineer,42,Male,Bachelor,2,123701,254951,131250,106.10261841052215
Business Analyst,33,Male,Master,8,105319,178202,72883,69.20213826565006
Product Manager,42,Female,High School,7,108930,186509,77579,71.21913155237309
Business Analyst,43,Other,Master,21,138707,234695,95988,69.20198692207315
Designer,34,Male,PhD,1,107867,182513,74646,69.20188750961833
Product Manager,52,Other,Master,14,153395,313515,160120,104.38410639199451
Project Manager,43,Male,PhD,10,136292,261908,125616,92.16681830188126
Software Engineer,40,Other,PhD,6,184240,513785,329545,178.8672383847156
Consultant,29,Male,PhD,1,145566,341772,196206,134.78834343184536
Project Manager,24,Male,High School,0,71477,112874,41397,57.91653259090337
Data Engineer,55,Female,PhD,24,215973,541063,325090,150.52344506026216
Business Analyst,23,Other,Master,0,96530,171894,75364,78.07313788459547
Consultant,63,Female,PhD,25,189130,396931,207801,109.87204568286364
Software Engineer,55,Female,Bachelor,19,154911,322258,167347,108.02783533771003
Data Engineer,27,Other,Master,2,173543,446050,272507,157.02563629763227
DevOps Engineer,25,Male,Master,3,162543,393355,230812,142.00057830850915
Designer,58,Female,Master,20,124587,194593,70006,56.190453257562986
Business Analyst,59,Female,High School,3,61306,87602,26296,42.89302841483705
DevOps Engineer,28,Other,High School,3,109241,205928,96687,88.50797777391273
Data Engineer,37,Male,PhD,9,185447,486495,301048,162.33640878525938
DevOps Engineer,45,Female,PhD,1,157569,388712,231143,146.69319472738925
Data Engineer,40,Other,Master,12,179536,425027,245491,136.7363648516175
Designer,57,Other,High School,18,92229,126743,34514,37.42206898047252
DevOps Engineer,54,Other,Bachelor,17,136429,259725,123296,90.3737475170235
Software Engineer,32,Other,Master,8,181509,453945,272436,150.09503660975489
Software Engineer,25,Female,High School,3,128240,263815,135575,105.71974422956956
Designer,32,Female,Master,6,118198,188896,70698,59.81319480871081
Product Manager,31,Male,High School,1,84941,145435,60494,71.21884602253328
Software Engineer,27,Female,Bachelor,0,146208,339828,193620,132.42777413000658
Data Engineer,63,Other,High School,34,134586,242305,107719,80.03729957053483
Data Engineer,58,Male,High School,19,135906,244681,108775,80.03693729489501
Product Manager,47,Female,PhD,3,139461,323402,183941,131.89422132352414
Business Analyst,22,Other,Bachelor,0,87123,141239,54116,62.11448182454691
DevOps Engineer,65,Male,Bachelor,30,164332,312846,148514,90.37436409220359
Consultant,51,Male,PhD,23,157127,329766,172639,109.87226892895556
Designer,56,Other,PhD,27,165415,272798,107383,64.91732914185533
Designer,46,Female,Master,12,123026,196611,73585,59.812559946677936
Consultant,41,Other,High School,17,117000,192403,75403,64.44700854700855
Consultant,54,Female,High School,26,108475,174103,65628,60.500576169624345
Data Scientist,41,Other,PhD,14,204607,504752,300145,146.6934171362661
Product Manager,65,Female,Bachelor,13,134116,244176,110060,82.0632884965254
Product Manager,24,Male,Bachelor,2,112867,225158,112291,99.48966482674298
Project Manager,46,Other,High School,20,97266,147476,50210,51.621327082433744
Consultant,54,Male,High School,3,79981,128370,48389,60.50061889698804
Consultant,54,Female,Master,16,159828,309735,149907,93.79270215481642
Data Scientist,64,Female,PhD,40,228436,539675,311239,136.24778931516923
Software Engineer,27,Female,High School,5,124838,256816,131978,105.7194123584165
Software Engineer,26,Male,Bachelor,1,139061,323217,184156,132.4282149560265
Consultant,55,Female,Bachelor,15,117559,204647,87088,74.08024906642622
Business Analyst,61,Other,Bachelor,37,112289,170662,58373,51.98461113733314
Data Engineer,53,Other,PhD,6,177480,444629,267149,150.52343926076176
DevOps Engineer,36,Female,Bachelor,7,118346,232804,114458,96.7147178611867
Designer,48,Female,PhD,8,137406,232494,95088,69.20221824374482
Software Engineer,46,Female,Master,23,206335,516034,309699,150.0952334795357
Project Manager,63,Male,PhD,34,138921,258639,119718,86.17703586930702
DevOps Engineer,64,Male,Master,18,168533,363176,194643,115.4925148190562
Project Manager,29,Female,PhD,7,134180,274625,140445,104.66910120733344
Consultant,42,Male,PhD,7,154916,337561,182645,117.89937772728447
Project Manager,41,Female,Bachelor,5,95024,154784,59760,62.889375315709714
Business Analyst,24,Other,PhD,2,110661,211313,100652,90.95525975727674
Project Manager,49,Male,Bachelor,0,72534,118150,45616,62.88912785728073
Project Manager,58,Other,High School,3,72565,107801,35236,48.55784469096672
Designer,33,Male,Master,10,122527,195814,73287,59.81293918891346
Software Engineer,42,Male,Master,12,172239,430761,258522,150.09492623621827
Designer,48,Other,Bachelor,4,92897,137510,44613,48.02415578543979
Software Engineer,41,Male,PhD,1,155647,434048,278401,178.86692323012971
Product Manager,49,Male,Master,8,155486,329517,174031,111.92711884028144
Data Scientist,65,Other,Bachelor,10,135464,257888,122424,90.37382625642238
Consultant,43,Female,High School,2,92166,151564,59398,64.44675910856498
Product Manager,54,Female,PhD,20,189225,421421,232196,122.70894437838551
Data Scientist,39,Other,High School,10,115591,206031,90440,78.24138557500152
Designer,65,Male,High School,10,88027,120969,32942,37.422608972247154
Data Engineer,37,Male,High School,1,96217,178503,82286,85.52126963010694
Project Manager,60,Other,PhD,5,120889,225067,104178,86.17657520535367
Software Engineer,44,Other,PhD,2,175022,488079,313057,178.8672281198935
Consultant,36,Female,Master,14,135993,272561,136568,100.42281588022912
Consultant,35,Male,High School,3,91949,151207,59258,64.44659539527346
Business Analyst,34,Other,High School,1,66985,97498,30513,45.551989251324926
Designer,44,Other,Master,1,102938,164508,61570,59.81270279197186
Designer,29,Male,Bachelor,5,100389,154415,54026,53.816653218978175
DevOps Engineer,61,Male,High School,23,113801,197216,83415,73.29900440242177
Designer,40,Female,Master,13,141859,226709,84850,59.81291282188652
Data Engineer,28,Male,High School,5,123638,243498,119860,96.94430514890244
Business Analyst,35,Other,High School,7,75635,110088,34453,45.551662590070734
DevOps Engineer,51,Male,PhD,8,147688,348910,201222,136.24803640106168
Project Manager,35,Male,PhD,10,118564,227840,109276,92.16625619918356
Consultant,51,Female,Master,8,116559,225883,109324,93.7928431094982
DevOps Engineer,62,Female,PhD,21,218036,515106,297070,136.24814250857656
Business Analyst,51,Male,PhD,11,119291,209066,89775,75.25714429420492
Data Scientist,42,Other,High School,4,95977,171071,75094,78.24166206486971
Product Manager,30,Male,Master,8,151106,320235,169129,111.92738872050083
Software Engineer,29,Male,Bachelor,4,148104,344235,196131,132.4278885107762
Project Manager,33,Female,PhD,8,123716,237741,114025,92.16673671958357
DevOps Engineer,61,Female,High School,20,130173,225589,95416,73.299378519355
DevOps Engineer,25,Male,High School,2,107228,202133,94905,88.50766590815832
DevOps Engineer,24,Male,Bachelor,1,117561,246842,129281,109.96929253749117
Project Manager,62,Other,Bachelor,0,72488,115293,42805,59.05115329433838
Designer,46,Female,Bachelor,17,112968,167220,54252,48.02421924792862
Designer,29,Other,Bachelor,2,92899,142894,49995,53.81651040377184
Software Engineer,56,Male,High School,13,124799,233386,108587,87.00951129416102
DevOps Engineer,34,Male,PhD,12,165928,409333,243405,146.69314401427124
Software Engineer,41,Other,Bachelor,0,116132,250720,134588,115.89226053111976
Product Manager,63,Male,High School,40,124561,207755,83194,66.78976565698734
Product Manager,38,Male,High School,6,101454,173709,72255,71.21946892187593
Business Analyst,40,Other,High School,10,70861,103139,32278,45.55114943339778
Software Engineer,33,Other,PhD,7,199735,556995,357260,178.86699877337472
Product Manager,54,Male,High School,25,131818,219858,88040,66.7890576400795
Product Manager,48,Male,PhD,13,162571,376993,214422,131.89437230502367
Business Analyst,41,Other,High School,17,81268,118287,37019,45.551754688192155
DevOps Engineer,57,Male,Bachelor,17,128611,244842,116231,90.37407375729914
Project Manager,54,Male,PhD,11,114662,213474,98812,86.17676300779684
Consultant,50,Female,Master,8,138834,278255,139421,100.42280709336329
Data Engineer,31,Male,Master,1,130593,309161,178568,136.73627223511212
Consultant,49,Other,High School,2,87741,144287,56546,64.44649593690521
Product Manager,59,Male,Bachelor,2,104444,190154,85710,82.06311516219218
Project Manager,62,Male,Bachelor,11,88919,141427,52508,59.05149630562647
Software Engineer,36,Male,Master,9,183858,459820,275962,150.09518215144294
Software Engineer,46,Other,Master,22,215901,539958,324057,150.0951825142079
Designer,64,Male,PhD,17,143268,236273,93005,64.91679928525559
Business Analyst,59,Male,High School,29,86574,123708,37134,42.892785362811004
Data Scientist,24,Other,PhD,2,178695,480403,301708,168.8396429670668
Business Analyst,53,Other,PhD,25,133504,233975,100471,75.2569211409396
Designer,45,Male,PhD,6,128820,217966,89146,69.2019872690576
Product Manager,22,Male,Master,0,134327,305957,171630,127.7702918996181
DevOps Engineer,31,Male,Master,1,138326,309882,171556,124.02296025331464
Software Engineer,26,Female,High School,1,124710,256553,131843,105.71966963354984
Project Manager,22,Female,PhD,0,111609,228429,116820,104.66897830820095
Software Engineer,26,Female,High School,2,119780,246411,126631,105.71965269661045
DevOps Engineer,64,Other,Bachelor,26,139274,265142,125868,90.37436994701092
Data Scientist,36,Other,Bachelor,4,113792,223846,110054,96.71505905511812
Product Manager,58,Male,Bachelor,36,146862,267381,120519,82.0627527883319
Designer,30,Female,PhD,0,107405,181731,74326,69.20162003631117
DevOps Engineer,53,Male,High School,15,121789,211059,89270,73.29890219970605
Product Manager,34,Male,High School,1,84996,145529,60533,71.21864558332157
Product Manager,24,Other,Master,1,150612,343050,192438,127.77069556210661
Data Engineer,42,Male,Bachelor,13,150040,309237,159197,106.10303918954946
Product Manager,60,Other,PhD,3,138382,308189,169807,122.70887832232515
Project Manager,34,Other,High School,1,69205,104929,35724,51.62054764829131
Data Engineer,56,Male,High School,17,127506,229558,102052,80.03701786582592
Consultant,40,Female,PhD,4,147801,322058,174257,117.89974357413008
Project Manager,38,Male,PhD,4,117643,226071,108428,92.16697976080175
Data Engineer,55,Other,Master,10,152709,346866,194157,127.14181875331514
Designer,32,Female,High School,6,76344,106654,30310,39.701875720423345
Software Engineer,33,Male,PhD,5,165683,462035,296352,178.86687228019773
Data Engineer,57,Female,Bachelor,10,125784,250342,124558,99.02531323538764
Project Manager,48,Other,Master,10,124847,223581,98734,79.083998814549
Data Engineer,35,Male,Bachelor,10,135449,279164,143715,106.102665948069
Data Engineer,25,Other,Master,2,172271,442781,270510,157.02584880798278
Consultant,38,Male,PhD,16,181037,394479,213442,117.8996558714517
Project Manager,59,Other,Master,2,93867,163404,69537,74.08034772603791
Business Analyst,53,Female,PhD,21,143021,250654,107633,75.2567804727977
Data Engineer,63,Female,Bachelor,20,151600,301722,150122,99.02506596306068
Data Scientist,51,Other,High School,24,133532,231410,97878,73.29928406674055
Data Engineer,29,Female,Master,1,168307,432592,264285,157.025554492683
Business Analyst,24,Other,Bachelor,0,79889,129512,49623,62.11493447157932
Product Manager,58,Other,High School,12,110464,184242,73778,66.78918018539977
Product Manager,22,Male,PhD,0,166712,418940,252228,151.29564758385717
Data Scientist,30,Other,Master,1,123266,276144,152878,124.02284490451542
DevOps Engineer,59,Other,Bachelor,10,121608,231510,109902,90.37398855338465
Data Engineer,53,Male,Bachelor,1,100427,199875,99448,99.02516255588637
Data Engineer,37,Female,Master,1,131424,311128,179704,136.73606038470902
Business Analyst,37,Female,Bachelor,5,76580,118926,42346,55.2964220423087
Data Scientist,52,Male,Bachelor,27,160855,306226,145371,90.37393926206832
Data Engineer,35,Other,PhD,7,173625,455482,281857,162.33664506839455
Designer,60,Other,High School,0,69309,95246,25937,37.42226839227229
Product Manager,40,Male,High School,18,124967,213968,89001,71.21960197492137
Designer,44,Male,Master,9,122426,195652,73226,59.81245813797723
Project Manager,35,Female,Bachelor,1,86793,141376,54583,62.888712223335986
DevOps Engineer,43,Other,High School,3,92031,164037,72006,78.24102747987092
Business Analyst,33,Female,PhD,6,107770,194369,86599,80.35538647118864
Data Scientist,32,Female,Bachelor,8,136623,268758,132135,96.71504797874442
Consultant,50,Male,Master,25,169436,339588,170152,100.42257843669586
Designer,44,Male,Bachelor,17,113147,167485,54338,48.02425163725066
Designer,50,Male,High School,27,95422,133307,37885,39.702584309697976
Software Engineer,30,Other,Master,1,141396,353624,212228,150.09476930040452
DevOps Engineer,34,Other,Bachelor,2,123779,243492,119713,96.71511322599149
Project Manager,58,Other,PhD,16,140497,261573,121076,86.17692904474829
Software Engineer,46,Other,PhD,23,237291,661727,424436,178.86729795904606
Business Analyst,64,Male,High School,12,70332,100499,30167,42.89228231814821
Project Manager,38,Other,PhD,3,119117,228903,109786,92.16652534902659
Consultant,40,Other,High School,11,108355,178187,69832,64.44741820866597
Software Engineer,60,Female,High School,27,152209,284645,132436,87.00930956776538
Data Engineer,35,Female,Master,2,142578,337533,194955,136.7356815216934
Business Analyst,39,Male,High School,4,73286,106669,33383,45.55167426247851
Data Scientist,30,Male,PhD,5,162444,400738,238294,146.6930142079732
Project Manager,57,Male,Bachelor,22,109469,174113,64644,59.052334450849095
Data Scientist,57,Other,High School,17,124669,216050,91381,73.29889547521837
Designer,49,Male,PhD,7,129981,219930,89949,69.20165254921872
Software Engineer,64,Male,PhD,34,233783,620858,387075,165.5702082700624
Software Engineer,31,Female,Bachelor,4,126047,272126,146079,115.89248454941409
Product Manager,34,Female,Bachelor,4,125177,234974,109797,87.7133978286746
Data Scientist,57,Male,Bachelor,13,129395,246334,116939,90.3736620425828
Consultant,59,Other,Master,16,154565,299536,144971,93.79290266231035
DevOps Engineer,64,Male,PhD,24,218896,517137,298241,136.2478071778379
Designer,49,Other,High School,15,99051,138377,39326,39.70277937628091
Project Manager,33,Female,PhD,10,134184,257857,123673,92.16672628629344
Consultant,27,Male,Bachelor,4,109289,207084,97795,89.48293057855777
Business Analyst,33,Other,Bachelor,10,92934,144323,51389,55.296231734349114
Business Analyst,30,Other,PhD,7,121962,219965,98003,80.35535658647775
Consultant,43,Male,PhD,3,146805,319887,173082,117.89925411259834
Consultant,55,Female,High School,27,111686,179256,67570,60.49997313897892
